,Unnamed: 0,service_request_id,grievance,translated_text
120,120,101004371833,"Vehicle parked obstructing access to handicap spot. How ignorant, please tag and tow.",Vehículo estacionado obstruyendo el acceso al punto de desventaja.
121,121,101004371977,"the newly planted tree in front of this address appears to be dying | What public way is blocked: [Street]  Type of blockage: [Whole Tree]  Limb/branch broken, but still attached to the tree: [No]","el árbol recién plantado delante de esta dirección parece estar muriendo  Qué vía pública está bloqueada: [Calle] Tipo de bloqueo: [Árbol entero] Limb/branch roto, pero todavía unido al árbol: [No]"
122,122,101004371836,Silver vehicle with New Jersey plate A20 – HUH in resident parking space with no sticker,Vehículo de plata con placa de Nueva Jersey A20 – HUH en plaza de aparcamiento residente sin pegatina
123,123,101004371019,Our yard waste was not picked up. Please come and get it.,"No recogieron los residuos del patio, por favor, ven a buscarlos."
124,124,101004367166,Sinkhole,Husillo
125,125,101004371971,Graffiti on the tennis Court Backboard at Titus Sparrow Park,Graffiti en la pista de tenis Backboard en Titus Sparrow Park
126,126,101004371967,taking neighbors cart that is too big for them  cart #22028488 | Recycling pickup day: [Wednesday]  No. of carts: [1]  No. of units: [1],tomar el carrito de los vecinos que es demasiado grande para ellos carro #22028488  Recycling pickup day: [Miércoles] No. de carritos: [1] No. de unidades: [1]
127,127,101004371969,Yard Sticker: [10],Pegatina de yarda: [10]
128,128,101004371968,Portapotty completely blocking sidewalk and street too dug up to be passable. Your thoughtless impacts folks in wheelchairs and with strollers. This is a disgrace.,Portapotty bloquea completamente la acera y la calle demasiado excavado para ser pasable. Sus impactos irreflexivos gente en sillas de ruedas y con cochecitos. Esto es una vergüenza.
129,129,101004371775,The resident is requesting code inforcement to come because lots of trash and loose trash. | Exact location: [around the back and in the parking lot.],El residente está solicitando la aplicación de código para venir porque un montón de basura y basura suelta.  Ubicación exacta: [alrededor de la parte posterior y en el estacionamiento.]
130,130,101004364694,Sign fell or hit its all here at moment,La señal cayó o golpeó todo aquí en este momento
131,131,101004371832,Always parks illegally.  Says he is lawyer.  Very aggressive man.   PLEASE TOW,"Siempre estaciona ilegalmente, dice que es abogado, un hombre muy agresivo, por favor."
132,132,101004371964,Texas plates well over 2 hour limit on the Orleans St side.,Texas tiene un límite de más de 2 horas en el lado de Orleans St.
133,133,101004371787,In front of Bessie Barnes community garden entrance Warwick street and Sussex street,En frente de Bessie Barnes entrada jardín comunitario Warwick calle y Sussex calle
134,134,101004371963,Constituent states that this vehicle has been in front of her home for the past 5 days with an expired sticker. Requesting ticketing and tow. | How is the car parked illegally: [Resident parking spot]  Type of vehicle: [Truck]  Details: [Dark Blue]  Make: [Chevy]  Model: [Truck]  Color: [Blue]  Vehicle License Plate Registration: [9YX947]  Vehicle License Plate State: [MA],Constituyente afirma que este vehículo ha estado en frente de su casa durante los últimos 5 días con una pegatina caducada. Solicitar billetes y remolque.  Cómo está el coche estacionado ilegalmente: [lugar de estacionamiento residente] Tipo de vehículo: [Truck] Detalles: [Dark Blue] Marca: [Chevy] Modelo: [Truck] Color: [Azul] Registro de matrícula del vehículo: [9YX947] Estado de matrícula del vehículo: [MA]
135,135,101004371961,Constituent reports sink hole at this location | Where exactly on the pavement is the pothole: [On Roadway]  Date when pothole noticed: [06/30/2022]  Time when pothole noticed: [11:54],Constituyente informes agujero del fregadero en este lugar  Donde exactamente en el pavimento es el bache: [En la carretera] Fecha cuando el bache notó: [06/30/2022] Tiempo cuando el bache notó: [11:54]
136,136,101004371959,Recycling Sticker: [2]  Yard Sticker: [0],Pegatina de reciclaje: [2] Pegatina de yarda: [0]
137,137,101004371937,Dead animal on sidewalk/roadway: [Roadway]  Type of animal: [Rodent]  Please explain: [Groundhog]  Date when animal seen: [06/30/2022]  Time when animal seen: [11:36],Animales muertos en la acera/carretera: [Carretera] Tipo de animal: [Rodent] Explique por favor: [Groundhog] Fecha en que el animal ha sido visto: [06/30/2022] Hora en que el animal ha sido visto: [11:36]
138,138,101004371045,Item(s) that was/were supposed to be picked up: [TV]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup],Artículo(s) que se suponía que debía(n) recoger: [TV] Día de basura programado: [Miércoles] Recojo de Curbside o un callejón: [Curb Side Pickup]
139,139,101004371957,AT #105 W.SECND BETWEEN THE BRIDGE AND A  ST. INSTALL 24'POLE W/SINGLE STNDARD ARM AND 274/w L.E.D. FIXTURE AND TIE IN AS NEEDED RUN #10 CABLE FROM THIS PULL BOX TO THE ONE BEFORE LIVE FEED IN PULL BOX BEFORE THIS ONE AND TIE IN AS NEEDED | Problem: [Other],A #105 W.S.C. entre el puente y un St. Install 24' Pole W/Single STNDARD ARM y 274/w L.E.D. Fixture y Tie en la medida en que se necesita correr #10 Cable de esta caja llena a la que antes de vivir se alimentaba en la caja llena antes de este y Tie en el problema necesario: [Otro]
140,140,101004371894,This white car is parked with out an HP plate card or HP plate,Este coche blanco está estacionado con una tarjeta de placa HP o placa HP
141,141,101004371953,Please send someone to cut the knee high weeds in the tree basement on the sidewalk. Thank you.,"Por favor, envíe a alguien a cortarle la rodilla a las malas hierbas en el sótano del árbol en la acera."
142,142,101004371952,"Date of scheduled pickup: [Friday, July 1, 2022]  Item requested for a collection: [TV (0) Air Conditioner (0) Refrigerator/Freezer (1) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Friday]  Curbside pickup or an alley: [Curbside Pickup]","Fecha de recogida programada: [Viernes, 1 de julio de 2022] Artículo solicitado para una colección: [TV (0) Aire Acondicionado (0) Frigorífico/Congelador (1) Enfriador de agua (0) Dehumidificador (0) Monitor de computadora (0)] Día de la basura: [Viernes] Recojo de Curbside o un callejón: [Curbside Pickup]"
143,143,101004341617,Constituent requesting grass to be mown | SR Type: [Grass Cutting]  Park owner: [BPRD],Constituyente solicitando césped para ser cortado  SR Tipo: [Corte de hierba] Propietario del parque: [BPRD]
144,144,101004371950,Jeep has been double parked for a while. Please come ticket.,Jeep ha estado aparcado por un tiempo.
145,145,101004371949,Dead tree in front of five Crest Street On sidewalk,Árbol muerto en frente de cinco Crest Street en la acera
146,146,101004365232,Can we get a haircut in the Hooker st park,¿Podemos cortarnos el pelo en el parque Hooker?
147,147,101004365894,Grass unmoved at playground for couple weeks,Hierba inmóvil en el patio de recreo durante un par de semanas
148,148,101004363670,Someone removed the street speed meter.,Alguien quitó el medidor de velocidad de la calle.
149,149,101004370611,Please remove pieces of furniture on sidewalk,Retire los muebles en la acera.
150,150,101004371945,barrels on sidewalk,barriles en la acera
151,151,101004355846,Need a cart | Recycling pickup day: [Monday]  No. of carts: [1]  No. of units: [2],Necesita un carrito  Reciclaje día de recogida: [Lunes] No. de carritos: [1] No. de unidades: [2]
152,152,101004371634,Unkempt overgrown grass | Details: [Constituent reports bushes over growing into stop sign.],Details: [Constituente informa arbustos sobre el crecimiento en señal de stop.]
153,153,101004357956,Recycling pickup day: [Monday]  No. of carts: [1]  No. of units: [1],Día de recogida del reciclado: [Lunes] No. de carros: [1] No. de unidades: [1]
154,154,101004355922,Recycling pickup day: [Monday]  No. of carts: [1]  No. of units: [1],Día de recogida del reciclado: [Lunes] No. de carros: [1] No. de unidades: [1]
155,155,101004354539,Explanation of Cart Return: [The wheels are broken off and they need a new cart.]  Recycling Day: [Monday]  Cart identification: [0056720],Explicación de la devolución del carro: [Las ruedas se rompen y necesitan un nuevo carro.] Día del reciclaje: [Lunes] Identificación del carro: [0056720]
156,156,101004371391,Grass uncapped rats and rabbits running around,Ratas sin tapar y conejos corriendo por ahí
157,157,101004359790,Explanation of Cart Return: [lid is broken]  Recycling Day: [Monday]  Cart identification: [R9003600],Explicación de la devolución del carro: [el deslizamiento está roto] Día de reciclaje: [Lunes] Identificación del carro: [R9003600]
158,158,101004371939,"Constituent reports a large branch that is hanging over the sidewalk and threating to fall in the green space area across from this address. | What public way is blocked: [Sidewalk]  The police on the scene: [No]  Type of blockage: [Branch]  Limb/branch broken, but still attached to the tree: [Yes]","Constituyente informa de una gran rama que está colgando sobre la acera y amenaza con caer en el área del espacio verde frente a esta dirección.  Qué vía pública está bloqueada: [Sidewalk] La policía en la escena: [No] Tipo de bloqueo: [Branch] Limb/branch roto, pero todavía unido al árbol: [Sí]"
159,159,101004371929,Nonstop Logan airplane noise,Ruido continuo del avión Logan
160,160,101004371930,No resident sticker,Sin pegatina residente
161,161,101004371655,Out illegally,Fuera ilegalmente.
162,162,101004371948,AT #105 W.SECND BETWEEN THE BRIDGE AND A  ST. INSTALL 24'POLE W/SINGLE STNDARD ARM AND 274/w L.E.D. FIXTURE AND TIE IN AS NEEDED LIVE FEED IN PULL BOX | Problem: [Other],A #105 W.SECND entre el puente y un St. Install 24'Pole W/Single Standard Arm y 274/w L.E.D. Fixture y Tie en la vida necesitada alimentado en la caja completa  Problema: [Otro]
163,163,101004371927,"Date of scheduled pickup: [Friday, July 1, 2022]  Item requested for a collection: [TV (0) Air Conditioner (1) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Friday]  Curbside pickup or an alley: [Curbside Pickup]",Fecha de recogida programada: [Viernes 1 de julio de 2022] Artículo solicitado para una colección: [TV (0) Aire Acondicionado (1) Refrigerador/Congelador (0) Enfriador de agua (0) Dehumidificador (0) Monitor de computadora (0)] Día de la basura: [Viernes] Recojo de Curbside o un callejón: [Recogida de Curbside]
164,164,101004371786,"The resident reports a car was blocking the street,so the street was not serviced.The car is gone now.The whole street missed | Scheduled trash day: [Wednesday(Thursday)]","El residente informa que un coche estaba bloqueando la calle, por lo que la calle no estaba servida.El coche se ha ido ahora.Toda la calle se perdió  Día programado de basura: [Miércoles(Jueves)]"
165,165,101004371925,"Date of scheduled pickup: [Friday, July 1, 2022]  Item requested for a collection: [TV (1) Air Conditioner (0) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Friday]  Curbside pickup or an alley: [Curbside Pickup]","Fecha de recogida programada: [Viernes, 1 de julio de 2022] Artículo solicitado para una colección: [TV (1) Aire Acondicionado (0) Frigorífico/Congelador (0) Enfriador de Agua (0) Dehumidificador (0) Monitor de Computadora (0)] Día de la basura: [Viernes] Recojo de Curbside o un callejón: [Curbside Pickup]"
